property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price,price_bin
Flat / apartment,El Raval,Barcelona,530000.0,80,2,1,3,1912.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.180632285528304,301k-1.5M
Flat / apartment,El Raval,Barcelona,165000.0,58,2,1,3,1850.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,430000.0,155,3,2,1,2003.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.971540487669746,301k-1.5M
Flat / apartment,El Raval,Barcelona,279999.0,89,2,2,3,1920.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.542541310716436,81k-300k
Flat / apartment,El Raval,Barcelona,230000.0,70,2,2,1,1900.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.345834587905332,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,310000.0,73,2,1,4,1905.485436893204,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.644327576461327,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,335000.0,149,4,2,0,1900.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.721885810807205,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,127000.0,33,2,1,5,1819.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.751942365440728,81k-300k
Flat / apartment,El Raval,Barcelona,649000.0,118,3,2,3,1860.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.383187995686226,301k-1.5M
Flat / apartment,El Raval,Barcelona,138500.0,50,2,2,1,1900.0,0,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.83862560460953,81k-300k
Flat / apartment,El Raval,Barcelona,330000.0,54,0,1,1,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,1.0,12.706847933442663,301k-1.5M
Flat / apartment,El Raval,Barcelona,450000.0,110,2,2,1,1850.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.017002861746503,301k-1.5M
Flat / apartment,El Raval,Barcelona,225000.0,33,1,1,2,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.323855681186558,81k-300k
Flat / apartment,El Raval,Barcelona,350000.0,75,3,2,5,1970.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.765688433465597,301k-1.5M
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706627,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,120500.0,54,3,1,3,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.699405031912846,81k-300k
Flat / apartment,El Raval,Barcelona,180000.0,70,2,1,4,1850.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.100712129872347,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,448000.0,56,1,1,0,1905.485436893204,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.012548511397124,301k-1.5M
Flat / apartment,El Raval,Barcelona,199900.0,40,1,1,2,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.205572520488492,81k-300k
Penthouse,El Raval,Barcelona,415000.0,69,2,1,5,1900.0,1,0,1,0,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,3.030579199328625,12.936033799212836,301k-1.5M
Flat / apartment,El Raval,Barcelona,190000.0,73,4,1,1,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.154779351142624,81k-300k
Flat / apartment,El Raval,Barcelona,155000.0,41,2,1,4,1900.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.951180395901384,81k-300k
Flat / apartment,El Raval,Barcelona,186000.0,45,1,1,1,1850.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.133501952695338,81k-300k
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706627,81k-300k
Flat / apartment,El Raval,Barcelona,220000.0,36,2,1,3,1860.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.301382825334498,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,383250.0,67,1,1,2,1890.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.85644279673406,301k-1.5M
Flat / apartment,El Raval,Barcelona,199000.0,61,1,1,2,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706627,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,380000.0,91,2,2,1,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.84792653170257,301k-1.5M
Flat / apartment,El Raval,Barcelona,138000.0,35,1,1,1,1911.8142857142857,0,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,11.83500896413934,81k-300k
Flat / apartment,El Raval,Barcelona,135000.0,49,1,1,2,1911.8142857142857,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.813030057420567,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,190000.0,57,1,1,5,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.154779351142624,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,136000.0,51,3,1,2,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.820410164718188,81k-300k
Flat / apartment,El Raval,Barcelona,299000.0,94,2,1,2,1911.8142857142857,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.608198852372825,81k-300k
Duplex,El Raval,Barcelona,159000.0,190,5,2,1,1855.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.866960588752642,11.976659481202368,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,86000.0,33,2,1,2,1889.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,11.362102575235644,81k-300k
Flat / apartment,El Gòtic,Barcelona,950000.0,197,2,3,1,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.764217263576723,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,349000.0,81,2,1,4,1809.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.762827201184564,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,470000.0,79,2,2,2,1888.3544303797469,1,1,0,0,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.06048797368624,301k-1.5M
Penthouse,El Gòtic,Barcelona,770000.0,113,3,2,3,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.554145793829866,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,650000.0,135,3,3,1,1850.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.38472764187182,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,495000.0,70,1,1,7,1888.3544303797469,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.112313041550829,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,320000.0,77,4,1,1,1800.0,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.676076274775909,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,595000.0,131,6,4,2,1800.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.296316684527769,301k-1.5M
Penthouse,El Gòtic,Barcelona,495000.0,95,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.112313041550829,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,695000.0,120,3,2,0,1850.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,13.45166712454693,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,300150.0,90,4,1,1,1944.0,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,12.612037628679987,301k-1.5M
Penthouse,El Gòtic,Barcelona,495000.0,75,2,1,5,1999.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.112313041550829,301k-1.5M
Penthouse,Ciutat Vella,Barcelona,495000.0,65,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,3.030579199328625,13.112313041550829,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,250000.0,50,2,1,1,1976.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.429216196844385,81k-300k
Penthouse,El Gòtic,Barcelona,549000.0,95,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,13.215853720491667,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,420000.0,94,2,2,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.948009990259552,301k-1.5M
Flat / apartment,La Barceloneta,Barcelona,359000.0,55,2,2,2,1936.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.700615195898554,2.0306348219860992,12.791077667470416,301k-1.5M
Flat / apartment,La Barceloneta,Barcelona,130000.0,34,1,1,0,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.700615195898554,2.0306348219860992,11.77528972943772,81k-300k
Flat / apartment,La Barceloneta,Barcelona,237000.0,39,2,1,1,1928.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.700615195898554,2.0306348219860992,12.375815420117268,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,175000.0,34,1,1,1,1920.0,1,0,0,1,1,1,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.072541252905651,81k-300k
Flat / apartment,Horta,Barcelona,309000.0,78,3,2,2,1982.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.641096555879882,301k-1.5M
Flat / apartment,Horta,Barcelona,195000.0,71,3,1,1,1962.8285714285716,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.180754837545884,81k-300k
Flat / apartment,Horta,Barcelona,210000.0,76,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,12.254862809699606,81k-300k
Duplex,Horta Guinardó,Barcelona,196000.0,102,3,1,0,1957.0,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,3.33959801513142,2.866960588752642,12.185869938212656,81k-300k
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,190000.0,110,3,1,1,1969.5,1,0,1,1,1,0,0,0,0,0,0,3.086356414343004,1.468664729100301,2.0306348219860992,12.154779351142624,81k-300k
Flat / apartment,Nou Barris,Barcelona,135000.0,66,0,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,1.0,11.813030057420567,81k-300k
Flat / apartment,Sant Martí,Barcelona,373000.0,113,4,2,1,1984.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.829333698625952,301k-1.5M
Flat / apartment,Sant Martí,Barcelona,275000.0,95,3,1,5,1975.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.524526376648708,81k-300k
Flat / apartment,La Verneda i la Pau,Barcelona,275000.0,82,3,1,5,1978.1875,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.524526376648708,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,895000.0,232,4,2,1,1890.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.704578997256991,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,475000.0,150,2,4,1,1855.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,429000.0,107,3,2,2,1870.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.969212197910156,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,255000.0,72,3,2,4,1900.0,1,0,1,1,1,1,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.449018824140564,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,750000.0,161,4,2,1,1940.0,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.527828485512494,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,260000.0,50,1,1,4,1790.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.468436909997664,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,535000.0,74,2,2,3,1970.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.190022025878145,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,865000.0,128,3,3,2,1920.934523809524,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.670484785914017,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,295000.0,66,1,2,1,1920.934523809524,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.594730635321955,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,180000.0,42,2,1,3,1920.934523809524,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.100712129872347,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,249000.0,72,3,2,4,1900.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.425208175446844,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,88,2,2,2,1920.934523809524,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.58609739363647,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,360000.0,62,1,1,3,2010.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.793859310432293,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,940000.0,104,2,2,3,1900.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.753635154246188,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,350000.0,113,4,2,5,1905.485436893204,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.765688433465597,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,370000.0,94,2,2,3,1920.934523809524,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.821258284620408,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,475000.0,155,4,2,1,1855.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,103,2,2,1,1934.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.58609739363647,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,300000.0,67,2,1,3,1905.485436893204,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.611537753638338,81k-300k
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,410000.0,82,3,2,4,1975.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,5.338185726863353,2.0306348219860992,12.92391243868049,301k-1.5M
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,479000.0,145,2,1,0,1940.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992,13.079455876393052,301k-1.5M
Duplex,Can Peguera - El Turó de la Peira,Barcelona,180000.0,126,3,2,0,1954.0,1,0,1,0,1,0,0,0,0,1,0,3.086356414343004,1.7967187815011445,2.866960588752642,12.100712129872347,81k-300k
Flat / apartment,Nou Barris,Barcelona,59300.0,31,2,1,0,1971.581818181818,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,10.990364584985818,0-80k
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,139500.0,62,2,1,3,1961.3061224489795,1,1,0,0,1,1,0,0,0,0,0,3.086356414343004,1.7967187815011445,2.0306348219860992,11.845819880243557,81k-300k
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,690000.0,134,4,2,3,1992.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,13.444446876573442,301k-1.5M
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,520000.0,108,3,2,2,1975.1538461538464,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,13.16158409055761,301k-1.5M
Flat / apartment,Eixample,Barcelona,932000.0,125,3,2,0,1943.2987804878048,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.745088093667729,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,365000.0,79,1,1,4,1903.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.80765263256463,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,330000.0,72,4,1,3,1938.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.706847933442663,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,270000.0,50,1,1,4,1930.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.506177237980513,81k-300k
Flat / apartment,La Sagrada Família,Barcelona,380000.0,74,1,1,0,1924.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.84792653170257,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,330000.0,72,4,1,3,1938.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.706847933442663,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,350000.0,42,2,1,2,1929.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.765688433465597,301k-1.5M
Flat / apartment,Eixample,Barcelona,265000.0,50,2,1,2,1943.2987804878048,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,12.48748510496836,81k-300k
Flat / apartment,La Sagrada Família,Barcelona,308000.0,66,3,1,1,1936.0,1,0,0,1,1,1,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.637855061955712,301k-1.5M
Flat / apartment,El Carmel,Barcelona,430000.0,164,3,2,0,1979.0,1,1,1,0,1,0,0,0,0,1,0,3.086356414343004,2.6078301510401825,2.0306348219860992,12.971540487669746,301k-1.5M
Flat / apartment,El Carmel,Barcelona,305000.0,76,2,2,0,1977.4871794871797,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.628067055589549,301k-1.5M
Flat / apartment,Horta Guinardó,Barcelona,123300.0,69,3,1,2,1973.6575342465756,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992,11.722375689152436,81k-300k
House,El Carmel,Barcelona,235000.0,96,4,2,0,1955.0,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,3.575666232791755,12.367340793126296,81k-300k
House,El Carmel,Barcelona,235000.0,96,4,2,2,1955.0,0,0,1,1,1,1,0,0,0,0,0,3.086356414343004,2.6078301510401825,3.4085514742519782,12.367340793126296,81k-300k
Flat / apartment,El Carmel,Barcelona,189000.0,65,3,1,3,1977.4871794871797,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.14950229404178,81k-300k
Penthouse,Horta Guinardó,Barcelona,199500.0,65,2,1,4,1973.6575342465756,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,3.030579199328625,12.203569515312056,81k-300k
Flat / apartment,Horta Guinardó,Barcelona,117600.0,67,2,1,0,1973.6575342465756,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992,11.675044314446664,81k-300k
Flat / apartment,Other,Badalona,150000.0,69,3,1,10,1970.0,1,1,0,1,1,0,0,0,0,0,1,1.54183940029666,1.9067336628888356,2.0306348219860992,11.918390573078392,81k-300k
Flat / apartment,La Dreta de l'Eixample,Barcelona,895000.0,129,2,2,4,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.704578997256991,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,600000.0,111,3,2,2,1984.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.304684934198283,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,938840.0,131,3,2,1,1929.8669527897,1,1,0,1,0,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.752400349635478,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,603480.0,87,2,2,1,1929.8669527897,0,1,1,0,0,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.310468178954013,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,498000.0,132,2,2,0,1890.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.11835535600679,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,950000.0,239,6,2,2,1929.8669527897,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.764217263576723,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,380000.0,130,4,2,2,1929.8669527897,1,0,1,1,1,1,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,12.84792653170257,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,750000.0,138,5,3,1,1929.8669527897,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.527828485512494,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,1000000.0,146,3,2,1,1929.8669527897,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.815510557964274,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,950000.0,90,2,2,4,1929.8669527897,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.764217263576723,301k-1.5M
Flat / apartment,Eixample,Barcelona,550000.0,93,4,2,2,1975.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.217673557208654,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,440000.0,89,2,1,1,1929.8669527897,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,12.994530005894443,301k-1.5M
Flat / apartment,Eixample,Barcelona,194300.0,65,4,1,1,1943.2987804878048,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,12.177158635365531,81k-300k
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,520000.0,111,4,2,2,1976.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.16158409055761,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,365000.0,76,3,1,2,1976.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.80765263256463,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,490000.0,115,5,1,3,1925.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.102160670086809,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,490000.0,115,5,1,3,1925.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992,13.102160670086809,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,570000.0,100,4,2,3,1952.533834586466,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.253391639810731,301k-1.5M
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,395000.0,85,2,1,5,1900.0,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,3.030579199328625,12.88664104388326,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,240000.0,76,1,1,2,1995.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.388394202324127,81k-300k
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,330000.0,83,3,1,3,1952.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.706847933442663,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,275000.0,65,1,1,1,1900.0,0,1,1,0,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.524526376648708,81k-300k
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,239000.0,51,2,1,1,1952.533834586466,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.384218830913648,81k-300k
